Title,RoleType,Name,Shares,Note
ALABAMA GET AWAY,ASCAP,Total Controlled by ASCAP,100,
ALABAMA GET AWAY,W,GARCIA JEROME J,,
ALABAMA GET AWAY,W,HUNTER ROBERT C,,
ALABAMA GET AWAY,P,ICE NINE PUBLISHING CO INC,,
ALABAMA GET AWAY,P,UNIVERSAL MUSIC CORPORATION,,
ALABAMA GETAWAY,ASCAP,Total Controlled by ASCAP,100,
ALABAMA GETAWAY,W,GARCIA JEROME J,,
ALABAMA GETAWAY,W,HUNTER ROBERT C,,
ALABAMA GETAWAY,P,ICE NINE PUBLISHING CO INC,,
ALABAMA GETAWAY,P,UNIVERSAL MUSIC CORPORATION,,
ALICE D MILLIONAIRE,ASCAP,Total Controlled by ASCAP,90,
ALICE D MILLIONAIRE,W,GARCIA JEROME J,,
ALICE D MILLIONAIRE,W,KREUTZMANN WILLIAM ,,
ALICE D MILLIONAIRE,W,LESH PHILIP ,,
ALICE D MILLIONAIRE,W,MAC KERNAN RONALD CHARLES R C,,
ALICE D MILLIONAIRE,W,WEIR ROBERT HALL,,
ALICE D MILLIONAIRE,P,ICE NINE PUBLISHING CO INC,,
ALICE D MILLIONAIRE,P,UNIVERSAL MUSIC CORPORATION,,
ALL THE UNSUNG HEROES CUES,ASCAP,Total Controlled by ASCAP,50,
ALL THE UNSUNG HEROES CUES,W,GARCIA JEROME J,,
ALL THE UNSUNG HEROES CUES,P,Additional Non-ASCAP Publishers,,
ALTHEA,ASCAP,Total Controlled by ASCAP,100,
ALTHEA,W,GARCIA JEROME J,,
ALTHEA,W,HUNTER ROBERT C,,
ALTHEA,P,ICE NINE PUBLISHING CO INC,,
ALTHEA,P,UNIVERSAL MUSIC CORPORATION,,
AMAZING GRACE,ASCAP,Total Controlled by ASCAP,50,
AMAZING GRACE,W,DP  ,,
AMAZING GRACE,W,GARCIA JEROME J,,
AMAZING GRACE,W,GRISMAN DAVID JAY,,
AMAZING GRACE,P,ICE NINE PUBLISHING CO INC,,
AMAZING GRACE,P,UNIVERSAL MUSIC CORPORATION,,
AMAZING GRACE,P,Additional Non-ASCAP Publishers,,
AMERICAN POPSICLE,ASCAP,Total Controlled by ASCAP,66.7,
AMERICAN POPSICLE,W,BRICKELL EDIE ARLISA,,
AMERICAN POPSICLE,W,GARCIA JEROME J,,
AMERICAN POPSICLE,W,WASSERMAN ROBERT S,,
AMERICAN POPSICLE,P,EDIE BRICKELL SONGS,,
AMERICAN POPSICLE,P,ICE NINE PUBLISHING CO INC,,
AMERICAN POPSICLE,P,UNIVERSAL GEFFEN MUSIC,,
AMERICAN POPSICLE,P,UNIVERSAL MUSIC CORPORATION,,
AMERICAN POPSICLE,P,Additional Non-ASCAP Publishers,,
APOLLO AT THE RITZ,ASCAP,Total Controlled by ASCAP,83.35,
APOLLO AT THE RITZ,W,GARCIA JEROME J,,
APOLLO AT THE RITZ,W,HART MICHAEL S,,
APOLLO AT THE RITZ,W,KREUTZMANN WILLIAM ,,
APOLLO AT THE RITZ,W,LESH PHILIP ,,
APOLLO AT THE RITZ,W,MYDLAND BRENT RICHARD,,
APOLLO AT THE RITZ,W,WEIR ROBERT HALL,,
APOLLO AT THE RITZ,P,ICE NINE PUBLISHING CO INC,,
APOLLO AT THE RITZ,P,UNIVERSAL MUSIC CORPORATION,,
APOLLO AT THE RITZ,P,Additional Non-ASCAP Publishers,,
ATTICS OF MY LIFE,ASCAP,Total Controlled by ASCAP,100,
ATTICS OF MY LIFE,W,GARCIA JEROME J,,
ATTICS OF MY LIFE,W,HUNTER ROBERT C,,
ATTICS OF MY LIFE,P,ICE NINE PUBLISHING CO INC,,
ATTICS OF MY LIFE,P,UNIVERSAL MUSIC CORPORATION,,
BEAUTIFUL JAM,ASCAP,Total Controlled by ASCAP,40,
BEAUTIFUL JAM,W,GARCIA JEROME J,,
BEAUTIFUL JAM,W,KREUTZMANN WILLIAM ,,
BEAUTIFUL JAM,W,LESH PHILIP ,,
BEAUTIFUL JAM,W,MAC KERNAN RONALD CHARLES R C,,
BEAUTIFUL JAM,W,WEIR ROBERT HALL,,
BEAUTIFUL JAM,P,ICE NINE PUBLISHING CO INC,,
BEAUTIFUL JAM,P,UNIVERSAL MUSIC CORPORATION,,
BELIEVE IT OR NOT,ASCAP,Total Controlled by ASCAP,100,
BELIEVE IT OR NOT,W,GARCIA JEROME J,,
BELIEVE IT OR NOT,W,HUNTER ROBERT C,,
BELIEVE IT OR NOT,P,ICE NINE PUBLISHING CO INC,,
BELIEVE IT OR NOT,P,UNIVERSAL MUSIC CORPORATION,,
BERTHA,ASCAP,Total Controlled by ASCAP,100,
BERTHA,W,GARCIA JEROME J,,
BERTHA,W,HUNTER ROBERT C,,
BERTHA,P,ICE NINE PUBLISHING CO INC,,
BERTHA,P,UNIVERSAL MUSIC CORPORATION,,
BIRD SONG,ASCAP,Total Controlled by ASCAP,100,
BIRD SONG,W,GARCIA JEROME J,,
BIRD SONG,W,HUNTER ROBERT C,,
BIRD SONG,P,ICE NINE PUBLISHING CO INC,,
BIRD SONG,P,UNIVERSAL MUSIC CORPORATION,,
BLACK MUDDY RIVER,ASCAP,Total Controlled by ASCAP,100,
BLACK MUDDY RIVER,W,GARCIA JEROME J,,
BLACK MUDDY RIVER,W,HUNTER ROBERT C,,
BLACK MUDDY RIVER,P,ICE NINE PUBLISHING CO INC,,
BLACK MUDDY RIVER,P,UNIVERSAL MUSIC CORPORATION,,
BLACK PETER,ASCAP,Total Controlled by ASCAP,100,
BLACK PETER,W,GARCIA JEROME J,,
BLACK PETER,W,HUNTER ROBERT C,,
BLACK PETER,P,ICE NINE PUBLISHING CO INC,,
BLACK PETER,P,UNIVERSAL MUSIC CORPORATION,,
BLUES FOR ALLAH,ASCAP,Total Controlled by ASCAP,100,
BLUES FOR ALLAH,W,GARCIA JEROME J,,
BLUES FOR ALLAH,W,HUNTER ROBERT C,,
BLUES FOR ALLAH,P,ICE NINE PUBLISHING CO INC,,
BLUES FOR ALLAH,P,UNIVERSAL MUSIC CORPORATION,,
BORNEO,ASCAP,Total Controlled by ASCAP,37.5,
BORNEO,W,DP  ,,
BORNEO,W,GARCIA JEROME J,,
BORNEO,W,HUNTER ROBERT C,,
BORNEO,W,MAC KERNAN RONALD CHARLES R C,,
BORNEO,W,WEIR ROBERT HALL,,
BORNEO,P,ICE NINE PUBLISHING CO INC,,
BORNEO,P,UNIVERSAL MUSIC CORPORATION,,
BOSTON CLAM JAM,ASCAP,Total Controlled by ASCAP,85.73,
BOSTON CLAM JAM,W,GARCIA JEROME J,,
BOSTON CLAM JAM,W,HART MICHAEL S,,
BOSTON CLAM JAM,W,HORNSBY BRUCE RANDALL,,
BOSTON CLAM JAM,W,KREUTZMANN WILLIAM ,,
BOSTON CLAM JAM,W,LESH PHILIP ,,
BOSTON CLAM JAM,W,WEIR ROBERT HALL,,
BOSTON CLAM JAM,W,WELNICK VINCE ,,
BOSTON CLAM JAM,P,ICE NINE PUBLISHING CO INC,,
BOSTON CLAM JAM,P,UNIVERSAL MUSIC CORPORATION,,
BOSTON CLAM JAM,P,Additional Non-ASCAP Publishers,,
BROKEDOWN PALACE,ASCAP,Total Controlled by ASCAP,100,
BROKEDOWN PALACE,W,GARCIA JEROME J,,
BROKEDOWN PALACE,W,HUNTER ROBERT C,,
BROKEDOWN PALACE,P,ICE NINE PUBLISHING CO INC,,
BROKEDOWN PALACE,P,UNIVERSAL MUSIC CORPORATION,,
BROWN-EYED WOMEN,ASCAP,Total Controlled by ASCAP,100,
BROWN-EYED WOMEN,W,GARCIA JEROME J,,
BROWN-EYED WOMEN,W,HUNTER ROBERT C,,
BROWN-EYED WOMEN,P,ICE NINE PUBLISHING CO INC,,
BROWN-EYED WOMEN,P,UNIVERSAL MUSIC CORPORATION,,
BUILT TO LAST,ASCAP,Total Controlled by ASCAP,100,
BUILT TO LAST,W,GARCIA JEROME J,,
BUILT TO LAST,W,HUNTER ROBERT C,,
BUILT TO LAST,P,ICE NINE PUBLISHING CO INC,,
BUILT TO LAST,P,UNIVERSAL MUSIC CORPORATION,,
C.C. RIDER,ASCAP,Total Controlled by ASCAP,83.35,
C.C. RIDER,W,DP  ,,
C.C. RIDER,W,GARCIA JEROME J,,
C.C. RIDER,W,HART MICHAEL S,,
C.C. RIDER,W,KREUTZMANN WILLIAM ,,
C.C. RIDER,W,LESH PHILIP ,,
C.C. RIDER,W,MYDLAND BRENT RICHARD,,
C.C. RIDER,W,WEIR ROBERT HALL,,
C.C. RIDER,P,ICE NINE PUBLISHING CO INC,,
C.C. RIDER,P,UNIVERSAL MUSIC CORPORATION,,
C.C. RIDER,P,Additional Non-ASCAP Publishers,,
CAN'T COME DOWN,ASCAP,Total Controlled by ASCAP,90,
CAN'T COME DOWN,W,GARCIA JEROME J,,
CAN'T COME DOWN,W,KREUTZMANN WILLIAM ,,
CAN'T COME DOWN,W,LESH PHILIP ,,
CAN'T COME DOWN,W,MAC KERNAN RONALD CHARLES R C,,
CAN'T COME DOWN,W,WEIR ROBERT HALL,,
CAN'T COME DOWN,P,ICE NINE PUBLISHING CO INC,,
CAN'T COME DOWN,P,UNIVERSAL MUSIC CORPORATION,,
CANDY MAN,ASCAP,Total Controlled by ASCAP,100,
CANDY MAN,W,GARCIA JEROME J,,
CANDY MAN,W,HUNTER ROBERT C,,
CANDY MAN,P,ICE NINE PUBLISHING CO INC,,
CANDY MAN,P,UNIVERSAL MUSIC CORPORATION,,
CANDYMAN,ASCAP,Total Controlled by ASCAP,100,
CANDYMAN,W,GARCIA JEROME J,,
CANDYMAN,W,HUNTER ROBERT C,,
CANDYMAN,P,ICE NINE PUBLISHING CO INC,,
CANDYMAN,P,UNIVERSAL MUSIC CORPORATION,,
CASEY JONES,ASCAP,Total Controlled by ASCAP,100,
CASEY JONES,W,GARCIA JEROME J,,
CASEY JONES,W,HUNTER ROBERT C,,
CASEY JONES,P,ICE NINE PUBLISHING CO INC,,
CASEY JONES,P,UNIVERSAL MUSIC CORPORATION,,
CATS UNDER THE STARS,ASCAP,Total Controlled by ASCAP,100,
CATS UNDER THE STARS,W,GARCIA JEROME J,,
CATS UNDER THE STARS,W,HUNTER ROBERT C,,
CATS UNDER THE STARS,P,ICE NINE PUBLISHING CO INC,,
CATS UNDER THE STARS,P,UNIVERSAL MUSIC CORPORATION,,
CAUTION (DO NOT STOP ON TRACKS),ASCAP,Total Controlled by ASCAP,90,
CAUTION (DO NOT STOP ON TRACKS),W,GARCIA JEROME J,,
CAUTION (DO NOT STOP ON TRACKS),W,HART MICHAEL S,,
CAUTION (DO NOT STOP ON TRACKS),W,KREUTZMANN WILLIAM ,,
CAUTION (DO NOT STOP ON TRACKS),W,LESH PHILIP ,,
CAUTION (DO NOT STOP ON TRACKS),W,MAC KERNAN RONALD CHARLES R C,,
CAUTION (DO NOT STOP ON TRACKS),P,ICE NINE PUBLISHING CO INC,,
CAUTION (DO NOT STOP ON TRACKS),P,UNIVERSAL MUSIC CORPORATION,,
CHINA CAT SUN FLOWER,ASCAP,Total Controlled by ASCAP,100,
CHINA CAT SUN FLOWER,W,GARCIA JEROME J,,
CHINA CAT SUN FLOWER,W,HUNTER ROBERT C,,
CHINA CAT SUN FLOWER,P,ICE NINE PUBLISHING CO INC,,
CHINA CAT SUN FLOWER,P,UNIVERSAL MUSIC CORPORATION,,
CHINA DOLL,ASCAP,Total Controlled by ASCAP,100,
CHINA DOLL,W,GARCIA JEROME J,,
CHINA DOLL,W,HUNTER ROBERT C,,
CHINA DOLL,P,ICE NINE PUBLISHING CO INC,,
CHINA DOLL,P,UNIVERSAL MUSIC CORPORATION,,
CLEMENTINE,ASCAP,Total Controlled by ASCAP,45.84,
CLEMENTINE,W,GARCIA JEROME J,,
CLEMENTINE,W,HART MICHAEL S,,
CLEMENTINE,W,HUNTER ROBERT C,,
CLEMENTINE,W,KREUTZMANN WILLIAM ,,
CLEMENTINE,W,LESH PHILIP ,,
CLEMENTINE,W,MAC KERNAN RONALD CHARLES R C,,
CLEMENTINE,W,WEIR ROBERT HALL,,
CLEMENTINE,P,ICE NINE PUBLISHING CO INC,,
CLEMENTINE,P,UNIVERSAL MUSIC CORPORATION,,
COCAINE HABIT BLUES,ASCAP,Total Controlled by ASCAP,100,
COCAINE HABIT BLUES,W,DP  ,,
COCAINE HABIT BLUES,W,GARCIA JEROME J,,
COCAINE HABIT BLUES,P,ICE NINE PUBLISHING CO INC,,
COCAINE HABIT BLUES,P,UNIVERSAL MUSIC CORPORATION,,
COLD JORDAN,ASCAP,Total Controlled by ASCAP,40,
COLD JORDAN,W,DP  ,,
COLD JORDAN,W,GARCIA JEROME J,,
COLD JORDAN,W,KREUTZMANN WILLIAM ,,
COLD JORDAN,W,LESH PHILIP ,,
COLD JORDAN,W,MAC KERNAN RONALD CHARLES R C,,
COLD JORDAN,W,WEIR ROBERT HALL,,
COLD JORDAN,P,ICE NINE PUBLISHING CO INC,,
COLD JORDAN,P,UNIVERSAL MUSIC CORPORATION,,
COLD RAIN AND SNOW,ASCAP,Total Controlled by ASCAP,90,
COLD RAIN AND SNOW,W,GARCIA JEROME J,,
COLD RAIN AND SNOW,W,KREUTZMANN WILLIAM ,,
COLD RAIN AND SNOW,W,LESH PHILIP ,,
COLD RAIN AND SNOW,W,MAC KERNAN RONALD CHARLES R C,,
COLD RAIN AND SNOW,W,WEIR ROBERT HALL,,
COLD RAIN AND SNOW,P,ICE NINE PUBLISHING CO INC,,
COLD RAIN AND SNOW,P,UNIVERSAL MUSIC CORPORATION,,
COMES A TIME,ASCAP,Total Controlled by ASCAP,100,
COMES A TIME,W,GARCIA JEROME J,,
COMES A TIME,W,HUNTER ROBERT C,,
COMES A TIME,P,ICE NINE PUBLISHING CO INC,,
COMES A TIME,P,UNIVERSAL MUSIC CORPORATION,,
COSMIC CHARLEY,ASCAP,Total Controlled by ASCAP,100,
COSMIC CHARLEY,W,GARCIA JEROME J,,
COSMIC CHARLEY,W,HUNTER ROBERT C,,
COSMIC CHARLEY,P,ICE NINE PUBLISHING CO INC,,
COSMIC CHARLEY,P,UNIVERSAL MUSIC CORPORATION,,
CRAZY FINGERS,ASCAP,Total Controlled by ASCAP,100,
CRAZY FINGERS,W,GARCIA JEROME J,,
CRAZY FINGERS,W,HUNTER ROBERT C,,
CRAZY FINGERS,P,ICE NINE PUBLISHING CO INC,,
CRAZY FINGERS,P,UNIVERSAL MUSIC CORPORATION,,
CREAM PUFF WAR,ASCAP,Total Controlled by ASCAP,100,
CREAM PUFF WAR,W,GARCIA JEROME J,,
CREAM PUFF WAR,P,ICE NINE PUBLISHING CO INC,,
CREAM PUFF WAR,P,UNIVERSAL MUSIC CORPORATION,,
CRYPTICAL ENVELOPMENT,ASCAP,Total Controlled by ASCAP,75,
CRYPTICAL ENVELOPMENT,W,GARCIA JEROME J,,
CRYPTICAL ENVELOPMENT,W,WEIR ROBERT HALL,,
CRYPTICAL ENVELOPMENT,P,ICE NINE PUBLISHING CO INC,,
CRYPTICAL ENVELOPMENT,P,UNIVERSAL MUSIC CORPORATION,,
CUMBERLAND BLUES,ASCAP,Total Controlled by ASCAP,100,
CUMBERLAND BLUES,W,GARCIA JEROME J,,
CUMBERLAND BLUES,W,HUNTER ROBERT C,,
CUMBERLAND BLUES,W,LESH PHILIP ,,
CUMBERLAND BLUES,P,ICE NINE PUBLISHING CO INC,,
CUMBERLAND BLUES,P,UNIVERSAL MUSIC CORPORATION,,
DARK STAR,ASCAP,Total Controlled by ASCAP,45.85,
DARK STAR,W,GARCIA JEROME J,,
DARK STAR,W,HART MICHAEL S,,
DARK STAR,W,HUNTER ROBERT C,,
DARK STAR,W,KREUTZMANN WILLIAM ,,
DARK STAR,W,LESH PHILIP ,,
DARK STAR,W,MAC KERNAN RONALD CHARLES R C,,
DARK STAR,W,WEIR ROBERT HALL,,
DARK STAR,P,ICE NINE PUBLISHING CO INC,,
DARK STAR,P,UNIVERSAL MUSIC CORPORATION,,
DAYS BETWEEN,ASCAP,Total Controlled by ASCAP,100,
DAYS BETWEEN,W,GARCIA JEROME J,,
DAYS BETWEEN,W,HUNTER ROBERT C,,
DAYS BETWEEN,P,ICE NINE PUBLISHING CO INC,,
DAYS BETWEEN,P,UNIVERSAL MUSIC CORPORATION,,
DEAD SYMPHONY NO 6,ASCAP,Total Controlled by ASCAP,95.45,
DEAD SYMPHONY NO 6,W,GARCIA JEROME J,,
DEAD SYMPHONY NO 6,W,HUNTER ROBERT C,,
DEAD SYMPHONY NO 6,W,JOHNSON LEE EDDIE,,
DEAD SYMPHONY NO 6,W,LESH PHILIP ,,
DEAD SYMPHONY NO 6,W,WEIR ROBERT HALL,,
DEAD SYMPHONY NO 6,P,ICE NINE PUBLISHING CO INC,,
DEAD SYMPHONY NO 6,P,UNIVERSAL MUSIC CORPORATION,,
DEAD SYMPHONY NO 6,P,Additional Non-ASCAP Publishers,,
DEAL,ASCAP,Total Controlled by ASCAP,100,
DEAL,W,GARCIA JEROME J,,
DEAL,W,HUNTER ROBERT C,,
DEAL,P,ICE NINE PUBLISHING CO INC,,
DEAL,P,UNIVERSAL MUSIC CORPORATION,,
DEEP ELEM BLUES,ASCAP,Total Controlled by ASCAP,83.4,
DEEP ELEM BLUES,W,GARCIA JEROME J,,
DEEP ELEM BLUES,W,HART MICHAEL S,,
DEEP ELEM BLUES,W,KREUTZMANN WILLIAM ,,
DEEP ELEM BLUES,W,LESH PHILIP ,,
DEEP ELEM BLUES,W,MYDLAND BRENT RICHARD,,
DEEP ELEM BLUES,W,WEIR ROBERT HALL,,
DEEP ELEM BLUES,P,ICE NINE PUBLISHING CO INC,,
DEEP ELEM BLUES,P,UNIVERSAL MUSIC CORPORATION,,
DEEP ELEM BLUES,P,Additional Non-ASCAP Publishers,,
DIRE WOLF,ASCAP,Total Controlled by ASCAP,100,
DIRE WOLF,W,GARCIA JEROME J,,
DIRE WOLF,W,HUNTER ROBERT C,,
DIRE WOLF,P,ICE NINE PUBLISHING CO INC,,
DIRE WOLF,P,UNIVERSAL MUSIC CORPORATION,,
DOIN THAT RAG,ASCAP,Total Controlled by ASCAP,100,
DOIN THAT RAG,W,GARCIA JEROME J,,
DOIN THAT RAG,W,HUNTER ROBERT C,,
DOIN THAT RAG,P,ICE NINE PUBLISHING CO INC,,
DOIN THAT RAG,P,UNIVERSAL MUSIC CORPORATION,,
DON T EASE ME IN,ASCAP,Total Controlled by ASCAP,83.4,
DON T EASE ME IN,W,GARCIA JEROME J,,
DON T EASE ME IN,W,HART MICHAEL S,,
DON T EASE ME IN,W,KREUTZMANN WILLIAM ,,
DON T EASE ME IN,W,LESH PHILIP ,,
DON T EASE ME IN,W,MYDLAND BRENT RICHARD,,
DON T EASE ME IN,W,WEIR ROBERT HALL,,
DON T EASE ME IN,P,ICE NINE PUBLISHING CO INC,,
DON T EASE ME IN,P,UNIVERSAL MUSIC CORPORATION,,
DOWN IN THE VALLEY,ASCAP,Total Controlled by ASCAP,50,
DOWN IN THE VALLEY,W,DP  ,,
DOWN IN THE VALLEY,W,GARCIA JEROME J,,
DOWN IN THE VALLEY,W,GRISMAN DAVID JAY,,
DOWN IN THE VALLEY,P,ICE NINE PUBLISHING CO INC,,
DOWN IN THE VALLEY,P,UNIVERSAL MUSIC CORPORATION,,
DOWN IN THE VALLEY,P,Additional Non-ASCAP Publishers,,
DRUMS > NEW YEAR'S JAM,ASCAP,Total Controlled by ASCAP,85.72,
DRUMS > NEW YEAR'S JAM,W,ERRICO GREG ,,
DRUMS > NEW YEAR'S JAM,W,GARCIA JEROME J,,
DRUMS > NEW YEAR'S JAM,W,HART MICHAEL S,,
DRUMS > NEW YEAR'S JAM,W,HOPKINS NICKY  ,,
DRUMS > NEW YEAR'S JAM,W,KAHN JOHN ,,
DRUMS > NEW YEAR'S JAM,W,KELLY MATTHEW BROWN,,
DRUMS > NEW YEAR'S JAM,W,WEIR ROBERT HALL,,
DRUMS > NEW YEAR'S JAM,P,ICE NINE PUBLISHING CO INC,,
DRUMS > NEW YEAR'S JAM,P,UNIVERSAL MUSIC CORPORATION,,
DRUMS > NEW YEAR'S JAM,P,Additional Non-ASCAP Publishers,,
DUPREE S DIAMOND BLUES,ASCAP,Total Controlled by ASCAP,100,
DUPREE S DIAMOND BLUES,W,GARCIA JEROME J,,
DUPREE S DIAMOND BLUES,W,HUNTER ROBERT C,,
DUPREE S DIAMOND BLUES,P,ICE NINE PUBLISHING CO INC,,
DUPREE S DIAMOND BLUES,P,UNIVERSAL MUSIC CORPORATION,,
EEP HOUR,ASCAP,Total Controlled by ASCAP,100,
EEP HOUR,W,GARCIA JEROME J,,
EEP HOUR,W,KREUTZMANN WILLIAM ,,
EEP HOUR,P,ICE NINE PUBLISHING CO INC,,
EEP HOUR,P,UNIVERSAL MUSIC CORPORATION,,
EPILOGUE,ASCAP,Total Controlled by ASCAP,83.35,
EPILOGUE,W,GARCIA JEROME J,,
EPILOGUE,W,GODCHAUX KEITH R RICHARD,,
EPILOGUE,W,KREUTZMANN WILLIAM ,,
EPILOGUE,W,LESH PHILIP ,,
EPILOGUE,W,MAC KERNAN RONALD CHARLES R C,,
EPILOGUE,W,WEIR ROBERT HALL,,
EPILOGUE,P,ICE NINE PUBLISHING CO INC,,
EPILOGUE,P,UNIVERSAL MUSIC CORPORATION,,
EYES OF THE WORLD,ASCAP,Total Controlled by ASCAP,100,
EYES OF THE WORLD,W,GARCIA JEROME J,,
EYES OF THE WORLD,W,HUNTER ROBERT C,,
EYES OF THE WORLD,P,ICE NINE PUBLISHING CO INC,,
EYES OF THE WORLD,P,UNIVERSAL MUSIC CORPORATION,,
FEEDBACK,ASCAP,Total Controlled by ASCAP,85.7,
FEEDBACK,W,CONSTANTEN THOMAS C,,
FEEDBACK,W,GARCIA JEROME J,,
FEEDBACK,W,HART MICHAEL S,,
FEEDBACK,W,KREUTZMANN WILLIAM ,,
FEEDBACK,W,LESH PHILIP ,,
FEEDBACK,W,MAC KERNAN RONALD CHARLES R C,,
FEEDBACK,W,WEIR ROBERT HALL,,
FEEDBACK,P,ICE NINE PUBLISHING CO INC,,
FEEDBACK,P,UNIVERSAL MUSIC CORPORATION,,
FOOLISH HEART,ASCAP,Total Controlled by ASCAP,100,
FOOLISH HEART,W,GARCIA JEROME J,,
FOOLISH HEART,W,HUNTER ROBERT C,,
FOOLISH HEART,P,ICE NINE PUBLISHING CO INC,,
FOOLISH HEART,P,UNIVERSAL MUSIC CORPORATION,,
FRANKLIN S TOWER (ROLL AWAY THE DEW),ASCAP,Total Controlled by ASCAP,100,
FRANKLIN S TOWER (ROLL AWAY THE DEW),W,GARCIA JEROME J,,
FRANKLIN S TOWER (ROLL AWAY THE DEW),W,HUNTER ROBERT C,,
FRANKLIN S TOWER (ROLL AWAY THE DEW),W,KREUTZMANN WILLIAM ,,
FRANKLIN S TOWER (ROLL AWAY THE DEW),P,ICE NINE PUBLISHING CO INC,,
FRANKLIN S TOWER (ROLL AWAY THE DEW),P,UNIVERSAL MUSIC CORPORATION,,
FRANKLIN'S TOWER,ASCAP,Total Controlled by ASCAP,100,
FRANKLIN'S TOWER,W,GARCIA JEROME J,,
FRANKLIN'S TOWER,W,HUNTER ROBERT C,,
FRANKLIN'S TOWER,W,KREUTZMANN WILLIAM ,,
FRANKLIN'S TOWER,P,ICE NINE PUBLISHING CO INC,,
FRANKLIN'S TOWER,P,UNIVERSAL MUSIC CORPORATION,,
FRIEND OF THE DEVIL,ASCAP,Total Controlled by ASCAP,100,
FRIEND OF THE DEVIL,W,DAWSON JOHN C,,
FRIEND OF THE DEVIL,W,GARCIA JEROME J,,
FRIEND OF THE DEVIL,W,HUNTER ROBERT C,,
FRIEND OF THE DEVIL,P,ICE NINE PUBLISHING CO INC,,
FRIEND OF THE DEVIL,P,UNIVERSAL MUSIC CORPORATION,,
"FUNICULI, FUNICULA",ASCAP,Total Controlled by ASCAP,40,
"FUNICULI, FUNICULA",W,DP  ,,
"FUNICULI, FUNICULA",W,GARCIA JEROME J,,
"FUNICULI, FUNICULA",W,KREUTZMANN WILLIAM ,,
"FUNICULI, FUNICULA",W,LESH PHILIP ,,
"FUNICULI, FUNICULA",W,MAC KERNAN RONALD CHARLES R C,,
"FUNICULI, FUNICULA",W,WEIR ROBERT HALL,,
"FUNICULI, FUNICULA",P,ICE NINE PUBLISHING CO INC,,
"FUNICULI, FUNICULA",P,UNIVERSAL MUSIC CORPORATION,,
GOIN DOWN THE ROAD FEELING,ASCAP,Total Controlled by ASCAP,85.7,
GOIN DOWN THE ROAD FEELING,W,GARCIA JEROME J,,
GOIN DOWN THE ROAD FEELING,W,HART MICHAEL S,,
GOIN DOWN THE ROAD FEELING,W,HUNTER ROBERT C,,
GOIN DOWN THE ROAD FEELING,W,KREUTZMANN WILLIAM ,,
GOIN DOWN THE ROAD FEELING,W,LESH PHILIP ,,
GOIN DOWN THE ROAD FEELING,W,MAC KERNAN RONALD CHARLES R C,,
GOIN DOWN THE ROAD FEELING,W,WEIR ROBERT HALL,,
GOIN DOWN THE ROAD FEELING,P,ICE NINE PUBLISHING CO INC,,
GOIN DOWN THE ROAD FEELING,P,UNIVERSAL MUSIC CORPORATION,,
GOIN' DOWN THE ROAD FEELING BAD,ASCAP,Total Controlled by ASCAP,42.87,
GOIN' DOWN THE ROAD FEELING BAD,W,DP  ,,
GOIN' DOWN THE ROAD FEELING BAD,W,GARCIA JEROME J,,
GOIN' DOWN THE ROAD FEELING BAD,W,HART MICHAEL S,,
GOIN' DOWN THE ROAD FEELING BAD,W,HUNTER ROBERT C,,
GOIN' DOWN THE ROAD FEELING BAD,W,KREUTZMANN WILLIAM ,,
GOIN' DOWN THE ROAD FEELING BAD,W,LESH PHILIP ,,
