Title,RoleType,Name,Shares,Note
GOIN' DOWN THE ROAD FEELING BAD,W,MAC KERNAN RONALD CHARLES R C,,
GOIN' DOWN THE ROAD FEELING BAD,W,WEIR ROBERT HALL,,
GOIN' DOWN THE ROAD FEELING BAD,P,ICE NINE PUBLISHING CO INC,,
GOIN' DOWN THE ROAD FEELING BAD,P,UNIVERSAL MUSIC CORPORATION,,
GOLDEN ROAD,ASCAP,Total Controlled by ASCAP,90,
GOLDEN ROAD,W,GARCIA JEROME J,,
GOLDEN ROAD,W,KREUTZMANN WILLIAM ,,
GOLDEN ROAD,W,LESH PHILIP ,,
GOLDEN ROAD,W,MAC KERNAN RONALD CHARLES R C,,
GOLDEN ROAD,W,WEIR ROBERT HALL,,
GOLDEN ROAD,P,ICE NINE PUBLISHING CO INC,,
GOLDEN ROAD,P,UNIVERSAL MUSIC CORPORATION,,
GOMORRAH,ASCAP,Total Controlled by ASCAP,100,
GOMORRAH,W,GARCIA JEROME J,,
GOMORRAH,W,HUNTER ROBERT C,,
GOMORRAH,P,ICE NINE PUBLISHING CO INC,,
GOMORRAH,P,UNIVERSAL MUSIC CORPORATION,,
GRATEFUL DAWG,ASCAP,Total Controlled by ASCAP,25,
GRATEFUL DAWG,W,GARCIA JEROME J,,
GRATEFUL DAWG,W,GRISMAN DAVID JAY,,
GRATEFUL DAWG,P,ICE NINE PUBLISHING CO INC,,
GRATEFUL DAWG,P,UNIVERSAL MUSIC CORPORATION,,
GRATEFUL DAWG,P,Additional Non-ASCAP Publishers,,
GUITAR SPACE,ASCAP,Total Controlled by ASCAP,50,
GUITAR SPACE,W,GARCIA JEROME J,,
GUITAR SPACE,W,GRISMAN DAVID JAY,,
GUITAR SPACE,P,ICE NINE PUBLISHING CO INC,,
GUITAR SPACE,P,UNIVERSAL MUSIC CORPORATION,,
GUITAR SPACE,P,Additional Non-ASCAP Publishers,,
HE S GONE,ASCAP,Total Controlled by ASCAP,100,
HE S GONE,W,GARCIA JEROME J,,
HE S GONE,W,HUNTER ROBERT C,,
HE S GONE,P,ICE NINE PUBLISHING CO INC,,
HE S GONE,P,UNIVERSAL MUSIC CORPORATION,,
HE WAS A FRIEND OF MINE,ASCAP,Total Controlled by ASCAP,40,
HE WAS A FRIEND OF MINE,W,DP  ,,
HE WAS A FRIEND OF MINE,W,GARCIA JEROME J,,
HE WAS A FRIEND OF MINE,W,KREUTZMANN WILLIAM ,,
HE WAS A FRIEND OF MINE,W,LESH PHILIP ,,
HE WAS A FRIEND OF MINE,W,MAC KERNAN RONALD CHARLES R C,,
HE WAS A FRIEND OF MINE,W,WEIR ROBERT HALL,,
HE WAS A FRIEND OF MINE,P,ICE NINE PUBLISHING CO INC,,
HE WAS A FRIEND OF MINE,P,UNIVERSAL MUSIC CORPORATION,,
HELP ON THE WAY,ASCAP,Total Controlled by ASCAP,100,
HELP ON THE WAY,W,GARCIA JEROME J,,
HELP ON THE WAY,W,HUNTER ROBERT C,,
HELP ON THE WAY,P,ICE NINE PUBLISHING CO INC,,
HELP ON THE WAY,P,UNIVERSAL MUSIC CORPORATION,,
HERE COMES SUNSHINE,ASCAP,Total Controlled by ASCAP,100,
HERE COMES SUNSHINE,W,GARCIA JEROME J,,
HERE COMES SUNSHINE,W,HUNTER ROBERT C,,
HERE COMES SUNSHINE,P,ICE NINE PUBLISHING CO INC,,
HERE COMES SUNSHINE,P,UNIVERSAL MUSIC CORPORATION,,
HIGH TIME,ASCAP,Total Controlled by ASCAP,100,
HIGH TIME,W,GARCIA JEROME J,,
HIGH TIME,W,HUNTER ROBERT C,,
HIGH TIME,P,ICE NINE PUBLISHING CO INC,,
HIGH TIME,P,UNIVERSAL MUSIC CORPORATION,,
HOUSE OF THE RISING SUN,ASCAP,Total Controlled by ASCAP,50,
HOUSE OF THE RISING SUN,W,DP  ,,
HOUSE OF THE RISING SUN,W,GARCIA JEROME J,,
HOUSE OF THE RISING SUN,W,GRISMAN DAVID JAY,,
HOUSE OF THE RISING SUN,P,ICE NINE PUBLISHING CO INC,,
HOUSE OF THE RISING SUN,P,UNIVERSAL MUSIC CORPORATION,,
HOUSE OF THE RISING SUN,P,Additional Non-ASCAP Publishers,,
I KNOW YOU RIDER,ASCAP,Total Controlled by ASCAP,83.36,
I KNOW YOU RIDER,W,DP  ,,
I KNOW YOU RIDER,W,GARCIA JEROME J,,
I KNOW YOU RIDER,W,GODCHAUX KEITH R RICHARD,,
I KNOW YOU RIDER,W,KREUTZMANN WILLIAM ,,
I KNOW YOU RIDER,W,LESH PHILIP ,,
I KNOW YOU RIDER,W,MAC KERNAN RONALD CHARLES R C,,
I KNOW YOU RIDER,W,WEIR ROBERT HALL,,
I KNOW YOU RIDER,P,ICE NINE PUBLISHING CO INC,,
I KNOW YOU RIDER,P,UNIVERSAL MUSIC CORPORATION,,
I LOVE A GROOVE,ASCAP,Total Controlled by ASCAP,100,
I LOVE A GROOVE,W,GARCIA JEROME J,,
I LOVE A GROOVE,W,NORDINE KEN ,,
I LOVE A GROOVE,P,ICE NINE PUBLISHING CO INC,,
I LOVE A GROOVE,P,K-ARTS INC (RUBBER FROG MUSIC DIVISION),,
I LOVE A GROOVE,P,UNIVERSAL MUSIC CORPORATION,,
I VE BEEN ALL AROUND THIS W,ASCAP,Total Controlled by ASCAP,91.65,
I VE BEEN ALL AROUND THIS W,W,GARCIA JEROME J,,
I VE BEEN ALL AROUND THIS W,W,HART MICHAEL S,,
I VE BEEN ALL AROUND THIS W,W,KREUTZMANN WILLIAM ,,
I VE BEEN ALL AROUND THIS W,W,LESH PHILIP ,,
I VE BEEN ALL AROUND THIS W,W,MAC KERNAN RONALD CHARLES R C,,
I VE BEEN ALL AROUND THIS W,W,WEIR ROBERT HALL,,
I VE BEEN ALL AROUND THIS W,P,ICE NINE PUBLISHING CO INC,,
I VE BEEN ALL AROUND THIS W,P,UNIVERSAL MUSIC CORPORATION,,
I'M TROUBLED,ASCAP,Total Controlled by ASCAP,50,
I'M TROUBLED,W,DP  ,,
I'M TROUBLED,W,GARCIA JEROME J,,
I'M TROUBLED,W,GRISMAN DAVID JAY,,
I'M TROUBLED,P,ICE NINE PUBLISHING CO INC,,
I'M TROUBLED,P,UNIVERSAL MUSIC CORPORATION,,
I'M TROUBLED,P,Additional Non-ASCAP Publishers,,
I'VE BEEN ALL AROUND THIS WORLD,ASCAP,Total Controlled by ASCAP,41.68,
I'VE BEEN ALL AROUND THIS WORLD,W,DP  ,,
I'VE BEEN ALL AROUND THIS WORLD,W,GARCIA JEROME J,,
I'VE BEEN ALL AROUND THIS WORLD,W,HART MICHAEL S,,
I'VE BEEN ALL AROUND THIS WORLD,W,KREUTZMANN WILLIAM ,,
I'VE BEEN ALL AROUND THIS WORLD,W,LESH PHILIP ,,
I'VE BEEN ALL AROUND THIS WORLD,W,MAC KERNAN RONALD CHARLES R C,,
I'VE BEEN ALL AROUND THIS WORLD,W,WEIR ROBERT HALL,,
I'VE BEEN ALL AROUND THIS WORLD,P,ICE NINE PUBLISHING CO INC,,
I'VE BEEN ALL AROUND THIS WORLD,P,UNIVERSAL MUSIC CORPORATION,,
IF I HAD THE WORLD TO GIVE,ASCAP,Total Controlled by ASCAP,100,
IF I HAD THE WORLD TO GIVE,W,GARCIA JEROME J,,
IF I HAD THE WORLD TO GIVE,W,HUNTER ROBERT C,,
IF I HAD THE WORLD TO GIVE,P,ICE NINE PUBLISHING CO INC,,
IF I HAD THE WORLD TO GIVE,P,UNIVERSAL MUSIC CORPORATION,,
INFRARED ROSES,ASCAP,Total Controlled by ASCAP,70,
INFRARED ROSES,W,BRALOVE ROBERT MICHAEL,,
INFRARED ROSES,W,GARCIA JEROME J,,
INFRARED ROSES,W,LESH PHILIP ,,
INFRARED ROSES,W,MYDLAND BRENT RICHARD,,
INFRARED ROSES,W,WEIR ROBERT HALL,,
INFRARED ROSES,P,ICE NINE PUBLISHING CO INC,,
INFRARED ROSES,P,UNIVERSAL MUSIC CORPORATION,,
INFRARED ROSES,P,Additional Non-ASCAP Publishers,,
INSIDE OF IS,ASCAP,Total Controlled by ASCAP,100,
INSIDE OF IS,W,GARCIA JEROME J,,
INSIDE OF IS,W,NORDINE KEN ,,
INSIDE OF IS,P,ICE NINE PUBLISHING CO INC,,
INSIDE OF IS,P,K-ARTS INC (RUBBER FROG MUSIC DIVISION),,
INSIDE OF IS,P,UNIVERSAL MUSIC CORPORATION,,
JACKAROE,ASCAP,Total Controlled by ASCAP,100,
JACKAROE,W,BAEZ JOAN C,,
JACKAROE,W,GARCIA JEROME J,,
JACKAROE,W,HART MICHAEL S,,
JACKAROE,P,360 DEGREES PUBLISHING,,
JACKAROE,P,GABRIEL EARL MUSIC,,
JACKAROE,P,ICE NINE PUBLISHING CO INC,,
JACKAROE,P,UNIVERSAL MUSIC CORPORATION,,
JACKAROO,ASCAP,Total Controlled by ASCAP,100,
JACKAROO,W,DP  ,,
JACKAROO,W,GARCIA JEROME J,,
JACKAROO,P,ICE NINE PUBLISHING CO INC,,
JACKAROO,P,UNIVERSAL MUSIC CORPORATION,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",ASCAP,Total Controlled by ASCAP,83.35,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,GARCIA JEROME J,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,HART MICHAEL S,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,KREUTZMANN WILLIAM ,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,LESH PHILIP ,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,MYDLAND BRENT RICHARD,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",W,WEIR ROBERT HALL,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",P,ICE NINE PUBLISHING CO INC,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",P,UNIVERSAL MUSIC CORPORATION,,
"JAM (LIVE IN SPRINGFIELD, MA, SEPTEMBER 3, 19",P,Additional Non-ASCAP Publishers,,
JAM 1 & 2,ASCAP,Total Controlled by ASCAP,25,
JAM 1 & 2,W,GARCIA JEROME J,,
JAM 1 & 2,W,GODCHAUX KEITH R RICHARD,,
JAM 1 & 2,P,ICE NINE PUBLISHING CO INC,,
JAM 1 & 2,P,UNIVERSAL MUSIC CORPORATION,,
JAM INTO DAYS BETWEEN,ASCAP,Total Controlled by ASCAP,80,
JAM INTO DAYS BETWEEN,W,GARCIA JEROME J,,
JAM INTO DAYS BETWEEN,W,HART MICHAEL S,,
JAM INTO DAYS BETWEEN,W,KREUTZMANN WILLIAM ,,
JAM INTO DAYS BETWEEN,W,LESH PHILIP ,,
JAM INTO DAYS BETWEEN,W,WELNICK VINCE ,,
JAM INTO DAYS BETWEEN,P,ICE NINE PUBLISHING CO INC,,
JAM INTO DAYS BETWEEN,P,UNIVERSAL MUSIC CORPORATION,,
JAM INTO DAYS BETWEEN,P,Additional Non-ASCAP Publishers,,
JAM OUT OF FOOLISH HEART,ASCAP,Total Controlled by ASCAP,83.35,
JAM OUT OF FOOLISH HEART,W,GARCIA JEROME J,,
JAM OUT OF FOOLISH HEART,W,HART MICHAEL S,,
JAM OUT OF FOOLISH HEART,W,KREUTZMANN WILLIAM ,,
JAM OUT OF FOOLISH HEART,W,LESH PHILIP ,,
JAM OUT OF FOOLISH HEART,W,WEIR ROBERT HALL,,
JAM OUT OF FOOLISH HEART,W,WELNICK VINCE ,,
JAM OUT OF FOOLISH HEART,P,ICE NINE PUBLISHING CO INC,,
JAM OUT OF FOOLISH HEART,P,UNIVERSAL MUSIC CORPORATION,,
JAM OUT OF FOOLISH HEART,P,Additional Non-ASCAP Publishers,,
JAM OUT OF TERRAPIN,ASCAP,Total Controlled by ASCAP,83.35,
JAM OUT OF TERRAPIN,W,GARCIA JEROME J,,
JAM OUT OF TERRAPIN,W,HART MICHAEL S,,
JAM OUT OF TERRAPIN,W,KREUTZMANN WILLIAM ,,
JAM OUT OF TERRAPIN,W,LESH PHILIP ,,
JAM OUT OF TERRAPIN,W,WEIR ROBERT HALL,,
JAM OUT OF TERRAPIN,W,WELNICK VINCE ,,
JAM OUT OF TERRAPIN,P,ICE NINE PUBLISHING CO INC,,
JAM OUT OF TERRAPIN,P,UNIVERSAL MUSIC CORPORATION,,
JAM OUT OF TERRAPIN,P,Additional Non-ASCAP Publishers,,
JERRY'S BREAKDOWN,ASCAP,Total Controlled by ASCAP,100,
JERRY'S BREAKDOWN,W,GARCIA JEROME J,,
JERRY'S BREAKDOWN,P,ICE NINE PUBLISHING CO INC,,
JERRY'S BREAKDOWN,P,UNIVERSAL MUSIC CORPORATION,,
KEEP ROLLING BY,ASCAP,Total Controlled by ASCAP,40,
KEEP ROLLING BY,W,GARCIA JEROME J,,
KEEP ROLLING BY,W,KREUTZMANN WILLIAM ,,
KEEP ROLLING BY,W,LESH PHILIP ,,
KEEP ROLLING BY,W,MAC KERNAN RONALD CHARLES R C,,
KEEP ROLLING BY,W,WEIR ROBERT HALL,,
KEEP ROLLING BY,P,ICE NINE PUBLISHING CO INC,,
KEEP ROLLING BY,P,UNIVERSAL MUSIC CORPORATION,,
KEEP YOUR DAY JOB,ASCAP,Total Controlled by ASCAP,100,
KEEP YOUR DAY JOB,W,GARCIA JEROME J,,
KEEP YOUR DAY JOB,W,HUNTER ROBERT C,,
KEEP YOUR DAY JOB,P,ICE NINE PUBLISHING CO INC,,
KEEP YOUR DAY JOB,P,UNIVERSAL MUSIC CORPORATION,,
KY JAM,ASCAP,Total Controlled by ASCAP,83.35,
KY JAM,W,GARCIA JEROME J,,
KY JAM,W,HART MICHAEL S,,
KY JAM,W,KREUTZMANN WILLIAM ,,
KY JAM,W,LESH PHILIP ,,
KY JAM,W,MYDLAND BRENT RICHARD,,
KY JAM,W,WEIR ROBERT HALL,,
KY JAM,P,ICE NINE PUBLISHING CO INC,,
KY JAM,P,UNIVERSAL MUSIC CORPORATION,,
KY JAM,P,Additional Non-ASCAP Publishers,,
LADY WITH A FAN,ASCAP,Total Controlled by ASCAP,100,
LADY WITH A FAN,W,GARCIA JEROME J,,
LADY WITH A FAN,W,HUNTER ROBERT C,,
LADY WITH A FAN,P,ICE NINE PUBLISHING CO INC,,
LADY WITH A FAN,P,UNIVERSAL MUSIC CORPORATION,,
LATE FOR SUPPER,ASCAP,Total Controlled by ASCAP,100,
LATE FOR SUPPER,W,GARCIA JEROME J,,
LATE FOR SUPPER,P,ICE NINE PUBLISHING CO INC,,
LATE FOR SUPPER,P,UNIVERSAL MUSIC CORPORATION,,
LAZY RIVER ROAD,ASCAP,Total Controlled by ASCAP,100,
LAZY RIVER ROAD,W,GARCIA JEROME J,,
LAZY RIVER ROAD,W,HUNTER ROBERT C,,
LAZY RIVER ROAD,P,ICE NINE PUBLISHING CO INC,,
LAZY RIVER ROAD,P,UNIVERSAL MUSIC CORPORATION,,
LIBERTY,ASCAP,Total Controlled by ASCAP,100,
LIBERTY,W,GARCIA JEROME J,,
LIBERTY,W,HUNTER ROBERT C,,
LIBERTY,P,ICE NINE PUBLISHING CO INC,,
LIBERTY,P,UNIVERSAL MUSIC CORPORATION,,
LITTLE NEMO IN NIGHTLAND,ASCAP,Total Controlled by ASCAP,75,
LITTLE NEMO IN NIGHTLAND,W,BRALOVE ROBERT MICHAEL,,
LITTLE NEMO IN NIGHTLAND,W,GARCIA JEROME J,,
LITTLE NEMO IN NIGHTLAND,W,LESH PHILIP ,,
LITTLE NEMO IN NIGHTLAND,W,WEIR ROBERT HALL,,
LITTLE NEMO IN NIGHTLAND,P,ICE NINE PUBLISHING CO INC,,
LITTLE NEMO IN NIGHTLAND,P,UNIVERSAL MUSIC CORPORATION,,
LITTLE NEMO IN NIGHTLAND,P,Additional Non-ASCAP Publishers,,
LOOSE LUCY,ASCAP,Total Controlled by ASCAP,100,
LOOSE LUCY,W,GARCIA JEROME J,,
LOOSE LUCY,W,HUNTER ROBERT C,,
LOOSE LUCY,P,ICE NINE PUBLISHING CO INC,,
LOOSE LUCY,P,UNIVERSAL MUSIC CORPORATION,,
LOSER,ASCAP,Total Controlled by ASCAP,100,
LOSER,W,GARCIA JEROME J,,
LOSER,W,HUNTER ROBERT C,,
LOSER,P,ICE NINE PUBLISHING CO INC,,
LOSER,P,UNIVERSAL MUSIC CORPORATION,,
LOVE SCENE,ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE,W,GARCIA JEROME J,,
LOVE SCENE,P,ICE NINE PUBLISHING CO INC,,
LOVE SCENE,P,UNIVERSAL MUSIC CORPORATION,,
LOVE SCENE (FROM ZABRISKIE POI,ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE (FROM ZABRISKIE POI,W,GARCIA JEROME J,,
LOVE SCENE (FROM ZABRISKIE POI,P,EMI FEIST CATALOG INC,,
LOVE SCENE IMPROVISATIONS (VERSION 1),ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE IMPROVISATIONS (VERSION 1),W,GARCIA JEROME J,,
LOVE SCENE IMPROVISATIONS (VERSION 1),P,ICE NINE PUBLISHING CO INC,,
LOVE SCENE IMPROVISATIONS (VERSION 1),P,UNIVERSAL MUSIC CORPORATION,,
LOVE SCENE IMPROVISATIONS (VERSION 2),ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE IMPROVISATIONS (VERSION 2),W,GARCIA JEROME J,,
LOVE SCENE IMPROVISATIONS (VERSION 2),P,ICE NINE PUBLISHING CO INC,,
LOVE SCENE IMPROVISATIONS (VERSION 2),P,UNIVERSAL MUSIC CORPORATION,,
LOVE SCENE IMPROVISATIONS (VERSION 3),ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE IMPROVISATIONS (VERSION 3),W,GARCIA JEROME J,,
LOVE SCENE IMPROVISATIONS (VERSION 3),P,ICE NINE PUBLISHING CO INC,,
LOVE SCENE IMPROVISATIONS (VERSION 3),P,UNIVERSAL MUSIC CORPORATION,,
LOVE SCENE IMPROVISATIONS (VERSION 4),ASCAP,Total Controlled by ASCAP,100,
LOVE SCENE IMPROVISATIONS (VERSION 4),W,GARCIA JEROME J,,
LOVE SCENE IMPROVISATIONS (VERSION 4),P,ICE NINE PUBLISHING CO INC,,
LOVE SCENE IMPROVISATIONS (VERSION 4),P,UNIVERSAL MUSIC CORPORATION,,
LUNATIC PRESERVE,ASCAP,Total Controlled by ASCAP,85.73,
LUNATIC PRESERVE,W,GARCIA JEROME J,,
LUNATIC PRESERVE,W,HART MICHAEL S,,
LUNATIC PRESERVE,W,HORNSBY BRUCE RANDALL,,
LUNATIC PRESERVE,W,KREUTZMANN WILLIAM ,,
LUNATIC PRESERVE,W,LESH PHILIP ,,
LUNATIC PRESERVE,W,WEIR ROBERT HALL,,
LUNATIC PRESERVE,W,WELNICK VINCE ,,
LUNATIC PRESERVE,P,ICE NINE PUBLISHING CO INC,,
LUNATIC PRESERVE,P,UNIVERSAL MUSIC CORPORATION,,
LUNATIC PRESERVE,P,Additional Non-ASCAP Publishers,,
MAGNESIUM NIGHT LIGHT,ASCAP,Total Controlled by ASCAP,75,
MAGNESIUM NIGHT LIGHT,W,GARCIA JEROME J,,
MAGNESIUM NIGHT LIGHT,W,LESH PHILIP ,,
MAGNESIUM NIGHT LIGHT,W,MYDLAND BRENT RICHARD,,
MAGNESIUM NIGHT LIGHT,W,WEIR ROBERT HALL,,
MAGNESIUM NIGHT LIGHT,P,ICE NINE PUBLISHING CO INC,,
MAGNESIUM NIGHT LIGHT,P,UNIVERSAL MUSIC CORPORATION,,
MAGNESIUM NIGHT LIGHT,P,Additional Non-ASCAP Publishers,,
MAN OF CONSTANT SORROW,ASCAP,Total Controlled by ASCAP,50,
MAN OF CONSTANT SORROW,W,DP  ,,
MAN OF CONSTANT SORROW,W,GARCIA JEROME J,,
MAN OF CONSTANT SORROW,W,GRISMAN DAVID JAY,,
MAN OF CONSTANT SORROW,P,ICE NINE PUBLISHING CO INC,,
MAN OF CONSTANT SORROW,P,UNIVERSAL MUSIC CORPORATION,,
MAN OF CONSTANT SORROW,P,Additional Non-ASCAP Publishers,,
MASON S CHILDREN,ASCAP,Total Controlled by ASCAP,100,
MASON S CHILDREN,W,GARCIA JEROME J,,
MASON S CHILDREN,W,HUNTER ROBERT C,,
MASON S CHILDREN,W,LESH PHILIP ,,
MASON S CHILDREN,W,WEIR ROBERT HALL,,
MASON S CHILDREN,P,ICE NINE PUBLISHING CO INC,,
MASON S CHILDREN,P,UNIVERSAL MUSIC CORPORATION,,
MIDNIGHT GETAWAY,ASCAP,Total Controlled by ASCAP,100,
MIDNIGHT GETAWAY,W,GARCIA JEROME J,,
MIDNIGHT GETAWAY,W,HUNTER ROBERT C,,
MIDNIGHT GETAWAY,W,KAHN JOHN ,,
MIDNIGHT GETAWAY,P,ICE NINE PUBLISHING CO INC,,
MIDNIGHT GETAWAY,P,UNIVERSAL MUSIC CORPORATION,,
MIGHT AS WELL,ASCAP,Total Controlled by ASCAP,100,
MIGHT AS WELL,W,GARCIA JEROME J,,
MIGHT AS WELL,W,HUNTER ROBERT C,,
MIGHT AS WELL,P,ICE NINE PUBLISHING CO INC,,
MIGHT AS WELL,P,UNIVERSAL MUSIC CORPORATION,,
MIND LEFT BODY JAM,ASCAP,Total Controlled by ASCAP,100,
MIND LEFT BODY JAM,W,GARCIA JEROME J,,
MIND LEFT BODY JAM,W,KREUTZMANN WILLIAM ,,
MIND LEFT BODY JAM,W,LESH PHILIP ,,
MIND LEFT BODY JAM,W,WEIR ROBERT HALL,,
MIND LEFT BODY JAM,P,ICE NINE PUBLISHING CO INC,,
MIND LEFT BODY JAM,P,UNIVERSAL MUSIC CORPORATION,,
MINDBENDER (CONFUSION'S PRINCE),ASCAP,Total Controlled by ASCAP,100,
MINDBENDER (CONFUSION'S PRINCE),W,GARCIA JEROME J,,
MINDBENDER (CONFUSION'S PRINCE),W,LESH PHILIP ,,
MINDBENDER (CONFUSION'S PRINCE),P,ICE NINE PUBLISHING CO INC,,
MINDBENDER (CONFUSION'S PRINCE),P,UNIVERSAL MUSIC CORPORATION,,
MISSION IN THE RAIN,ASCAP,Total Controlled by ASCAP,100,
MISSION IN THE RAIN,W,GARCIA JEROME J,,
MISSION IN THE RAIN,W,HUNTER ROBERT C,,
MISSION IN THE RAIN,P,ICE NINE PUBLISHING CO INC,,
MISSION IN THE RAIN,P,UNIVERSAL MUSIC CORPORATION,,
MISSISSIPPI HALF STEP UPTOW,ASCAP,Total Controlled by ASCAP,100,
MISSISSIPPI HALF STEP UPTOW,W,GARCIA JEROME J,,
MISSISSIPPI HALF STEP UPTOW,W,HUNTER ROBERT C,,
MISSISSIPPI HALF STEP UPTOW,P,ICE NINE PUBLISHING CO INC,,
MISSISSIPPI HALF STEP UPTOW,P,UNIVERSAL MUSIC CORPORATION,,
MISSISSIPPI HALF-STEP UPTOWN TOODELOO,ASCAP,Total Controlled by ASCAP,100,
MISSISSIPPI HALF-STEP UPTOWN TOODELOO,W,GARCIA JEROME J,,
MISSISSIPPI HALF-STEP UPTOWN TOODELOO,W,HUNTER ROBERT C,,
MISSISSIPPI HALF-STEP UPTOWN TOODELOO,P,ICE NINE PUBLISHING CO INC,,
MISSISSIPPI HALF-STEP UPTOWN TOODELOO,P,UNIVERSAL MUSIC CORPORATION,,
MOUNTAIN SONG,ASCAP,Total Controlled by ASCAP,62.5,
MOUNTAIN SONG,W,CROSBY DAVID VAN CORTLANDT,,
MOUNTAIN SONG,W,GARCIA JEROME J,,
MOUNTAIN SONG,W,HUNTER ROBERT C,,
MOUNTAIN SONG,W,LESH BRIAN JAMES,,
MOUNTAIN SONG,P,BLUE DRAGON MUSIC,,
MOUNTAIN SONG,P,ICE NINE PUBLISHING CO INC,,
MOUNTAIN SONG,P,UNIVERSAL MUSIC CORPORATION,,
MOUNTAIN SONG,P,Additional Non-ASCAP Publishers,,
MOUNTAINS OF THE MOON,ASCAP,Total Controlled by ASCAP,100,
MOUNTAINS OF THE MOON,W,GARCIA JEROME J,,
MOUNTAINS OF THE MOON,W,HUNTER ROBERT C,,
MOUNTAINS OF THE MOON,P,ICE NINE PUBLISHING CO INC,,
MOUNTAINS OF THE MOON,P,UNIVERSAL MUSIC CORPORATION,,
MR SLICK,ASCAP,Total Controlled by ASCAP,100,
MR SLICK,W,GARCIA JEROME J,,
MR SLICK,W,NORDINE KEN ,,
MR SLICK,P,ICE NINE PUBLISHING CO INC,,
MR SLICK,P,K-ARTS INC (RUBBER FROG MUSIC DIVISION),,
MR SLICK,P,UNIVERSAL MUSIC CORPORATION,,
MUD LOVE BUDDY JAM,ASCAP,Total Controlled by ASCAP,83.35,
MUD LOVE BUDDY JAM,W,GARCIA JEROME J,,
MUD LOVE BUDDY JAM,W,HART MICHAEL S,,
MUD LOVE BUDDY JAM,W,KREUTZMANN WILLIAM ,,
MUD LOVE BUDDY JAM,W,LESH PHILIP ,,
MUD LOVE BUDDY JAM,W,MYDLAND BRENT RICHARD,,
MUD LOVE BUDDY JAM,W,WEIR ROBERT HALL,,
MUD LOVE BUDDY JAM,P,ICE NINE PUBLISHING CO INC,,
MUD LOVE BUDDY JAM,P,UNIVERSAL MUSIC CORPORATION,,
MUD LOVE BUDDY JAM,P,Additional Non-ASCAP Publishers,,
NEW MINGLEWOOD BLUES,ASCAP,Total Controlled by ASCAP,83.35,
NEW MINGLEWOOD BLUES,W,DP  ,,
NEW MINGLEWOOD BLUES,W,GARCIA JEROME J,,
